City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather Description,Rain (inches),Snow (inches)
299,Leshukonskoye,RU,64.9,45.76,45.39,67,100,6.49,overcast clouds,0.0,0.0
300,Cholet,FR,47.17,-1.0,55.0,100,13,2.98,few clouds,0.0,0.0
301,Bridgend,GB,51.51,-3.58,55.4,87,75,9.17,broken clouds,0.0,0.0
302,Yaan,NG,7.38,8.57,71.06,97,100,7.94,light rain,0.13,0.0
303,Svidnik,SK,49.31,21.57,62.01,99,100,11.99,overcast clouds,0.0,0.0
304,Klaksvik,FO,62.23,-6.59,50.0,100,41,10.29,scattered clouds,0.0,0.0
305,Isla Mujeres,MX,21.23,-86.73,84.2,79,75,6.93,light rain,0.25,0.0
306,Santa Maria,BR,-29.68,-53.81,77.0,65,40,4.7,scattered clouds,0.0,0.0
307,Dudinka,RU,69.41,86.18,59.0,44,97,15.66,overcast clouds,0.0,0.0
308,Pineville,US,31.32,-92.43,81.0,74,1,6.93,clear sky,0.0,0.0
309,Jaque,PA,7.52,-78.17,79.57,80,100,1.48,overcast clouds,0.0,0.0
310,Coos Bay,US,43.37,-124.22,70.0,77,1,17.22,clear sky,0.0,0.0
311,Never,FR,46.99,3.16,63.0,93,40,5.82,scattered clouds,0.0,0.0
312,Katsuura,JP,35.13,140.3,70.0,88,75,10.29,light intensity shower rain,0.0,0.0
313,Poya,NC,-21.35,165.15,75.25,58,0,2.66,clear sky,0.0,0.0
314,Barahona,DO,18.21,-71.1,81.61,77,1,7.38,light rain,0.12,0.0
315,Marsabit,KE,2.33,37.99,63.7,81,44,13.56,scattered clouds,0.0,0.0
316,Cacoal,BR,-11.44,-61.45,71.83,79,0,1.52,clear sky,0.0,0.0
317,Te Anau,NZ,-45.42,167.72,47.97,64,0,0.72,clear sky,0.0,0.0
318,Tashla,RU,51.77,52.74,50.11,75,0,10.13,clear sky,0.0,0.0
319,Halifax,CA,44.65,-63.57,57.99,83,37,5.84,scattered clouds,0.0,0.0
320,Tuatapere,NZ,-46.13,167.68,39.0,83,0,3.0,clear sky,0.0,0.0
321,Powell,US,40.16,-83.08,75.0,78,90,3.36,light rain,0.0,0.0
322,Teahupoo,PF,-17.83,-149.27,82.4,58,75,5.82,broken clouds,0.0,0.0
323,Poltavka,RU,54.37,71.76,54.5,85,100,6.4,overcast clouds,0.0,0.0
324,Muros,ES,42.78,-9.06,59.0,95,2,1.01,clear sky,0.0,0.0
325,Oistins,BB,13.07,-59.53,82.4,83,75,20.8,haze,0.0,0.0
326,Beringovskiy,RU,63.05,179.32,53.2,47,0,7.94,clear sky,0.0,0.0
327,Olga,RU,43.74,135.29,57.31,95,100,7.09,overcast clouds,0.0,0.0
328,Falakata,IN,26.52,89.21,80.92,85,4,4.61,light rain,0.22,0.0
329,Mantua,IT,45.17,10.78,68.0,75,0,4.0,clear sky,0.0,0.0
330,Shenjiamen,CN,29.96,122.3,72.81,97,100,12.55,light rain,0.5,0.0
331,Feicheng,CN,35.26,117.97,75.0,99,89,10.54,overcast clouds,0.0,0.0
332,Mayumba,GA,-3.43,10.66,71.37,93,6,1.03,clear sky,0.0,0.0
333,Haapiti,PF,-17.57,-149.87,82.4,58,75,5.82,broken clouds,0.0,0.0
334,Marsa Matruh,EG,31.35,27.25,71.22,79,0,11.14,clear sky,0.0,0.0
335,Mildura,AU,-34.2,142.15,51.01,100,90,10.29,overcast clouds,0.0,0.0
336,Aklavik,CA,68.22,-135.01,60.8,55,75,6.93,broken clouds,0.0,0.0
337,Ostrovnoy,RU,68.05,39.51,47.19,73,37,8.03,scattered clouds,0.0,0.0
338,Warrington,GB,53.39,-2.58,54.0,81,63,6.93,broken clouds,0.0,0.0
339,Laibin,CN,23.7,109.27,85.24,77,98,12.28,overcast clouds,0.0,0.0
340,Kalmunai,LK,7.42,81.82,81.73,71,100,5.97,overcast clouds,0.0,0.0
341,San Cristobal,VE,7.77,-72.22,75.2,88,75,4.7,broken clouds,0.0,0.0
342,Tottori,JP,35.5,134.23,73.4,78,75,5.82,broken clouds,0.0,0.0
343,Kalabo,ZM,-14.97,22.68,49.96,56,0,4.97,clear sky,0.0,0.0
344,Narowal,PK,32.1,74.88,80.6,69,40,8.05,haze,0.0,0.0
345,Necochea,AR,-38.55,-58.74,39.99,93,0,5.01,clear sky,0.0,0.0
346,Guerrero Negro,MX,27.98,-114.06,66.92,73,0,20.07,clear sky,0.0,0.0
347,Bilibino,RU,68.05,166.44,79.95,29,81,15.55,broken clouds,0.0,0.0
348,Jalu,LY,29.03,21.55,69.3,74,0,11.23,clear sky,0.0,0.0
349,Bom Jesus Da Lapa,BR,-13.26,-43.42,70.65,62,0,4.72,clear sky,0.0,0.0
350,Tabuk,PH,17.42,121.44,83.5,73,99,4.43,overcast clouds,0.0,0.0
351,Waipawa,NZ,-41.41,175.52,53.6,93,72,13.87,broken clouds,0.0,0.0
352,Turukhansk,RU,65.82,87.98,60.94,45,0,13.71,clear sky,0.0,0.0
353,Naze,JP,28.37,129.48,75.2,88,75,21.92,light intensity shower rain,0.0,0.0
354,Maniitsoq,GL,65.42,-52.9,46.74,63,100,8.88,overcast clouds,0.0,0.0
355,Bac Lieu,VN,9.29,105.72,84.94,72,2,5.53,clear sky,0.0,0.0
356,Le Port,RE,-20.94,55.29,68.0,82,20,11.41,few clouds,0.0,0.0
357,Aripuana,BR,-9.17,-60.63,77.59,64,49,1.9,scattered clouds,0.0,0.0
358,Yar-Sale,RU,66.83,70.83,42.42,90,100,15.17,light rain,0.95,0.0
359,Petatlan,MX,17.52,-101.27,86.47,56,99,3.18,overcast clouds,0.0,0.0
360,Kieta,PG,-6.22,155.63,85.15,67,20,3.62,few clouds,0.0,0.0
361,Krasnyy Yar,RU,46.53,48.35,73.0,56,4,3.83,clear sky,0.0,0.0
362,Inuvik,CA,68.35,-133.72,60.8,55,75,6.93,broken clouds,0.0,0.0
363,Conceicao Do Araguaia,BR,-8.26,-49.26,75.2,64,0,3.36,clear sky,0.0,0.0
364,Dzhebariki-Khaya,RU,62.22,135.8,74.34,38,71,2.51,broken clouds,0.0,0.0
365,Vievis,LT,54.77,24.8,63.0,100,89,5.82,overcast clouds,0.0,0.0
366,Bambous Virieux,MU,-20.34,57.76,69.8,83,40,10.29,shower rain,0.0,0.0
367,Hirado,JP,33.36,129.55,80.6,65,20,3.36,few clouds,0.0,0.0
368,Dunedin,NZ,-45.87,170.5,45.0,80,0,1.99,clear sky,0.0,0.0
369,Mamallapuram,IN,12.63,80.17,82.4,78,75,8.05,mist,0.0,0.0
370,Mundra,IN,22.85,69.73,83.08,77,93,9.04,moderate rain,2.49,0.0
371,Chimore,BO,-16.98,-65.13,73.71,93,96,3.58,moderate rain,1.09,0.0
372,Port-Gentil,GA,-0.72,8.78,74.98,85,2,12.41,clear sky,0.0,0.0
373,Nakamura,JP,32.98,132.93,79.56,59,22,4.0,few clouds,0.0,0.0
374,Aykhal,RU,66.0,111.5,69.8,43,40,4.47,scattered clouds,0.0,0.0
375,Jabinyanah,TN,35.03,10.91,73.4,69,0,3.36,clear sky,0.0,0.0
376,Namatanai,PG,-3.67,152.43,85.73,68,27,3.47,scattered clouds,0.0,0.0
377,Ponta Do Sol,PT,32.67,-17.1,69.8,68,40,17.22,scattered clouds,0.0,0.0
378,Kaeo,NZ,-35.1,173.78,63.0,3,53,10.0,light rain,0.14,0.0
379,Touros,BR,-5.2,-35.46,73.4,88,40,4.7,scattered clouds,0.0,0.0
380,Clarksburg,US,39.28,-80.34,80.6,61,1,4.7,clear sky,0.0,0.0
381,Tual,ID,-5.67,132.75,79.84,80,0,21.74,clear sky,0.0,0.0
382,Japura,ID,-0.32,102.35,77.86,85,93,2.82,overcast clouds,0.0,0.0
383,Riyadh,SA,24.69,46.72,82.4,21,0,8.05,clear sky,0.0,0.0
384,Kirkwall,GB,58.98,-2.96,51.01,100,0,6.93,clear sky,0.0,0.0
385,Forbes,AU,-33.38,148.02,50.0,92,100,3.0,overcast clouds,0.0,0.0
386,Fairbanks,US,64.84,-147.72,53.6,93,90,10.29,light rain,0.77,0.0
387,Berdigestyakh,RU,62.1,126.7,70.18,35,28,10.07,scattered clouds,0.0,0.0
388,Sumbe,AO,-11.21,13.84,70.54,85,0,5.06,clear sky,0.0,0.0
389,Talavera,PH,15.62,120.93,87.8,70,75,4.7,haze,0.0,0.0
390,Paracuru,BR,-3.41,-39.03,77.0,80,0,1.99,clear sky,0.0,0.0
391,Mubi,NG,10.27,13.26,74.53,80,100,3.42,overcast clouds,0.0,0.0
392,Rodrigues Alves,BR,-7.74,-72.65,73.26,94,56,2.17,broken clouds,0.0,0.0
393,Lagoa,PT,39.05,-27.98,66.2,86,0,19.64,clear sky,0.0,0.0
394,Homer,US,59.64,-151.55,60.8,51,20,5.82,few clouds,0.0,0.0
395,Juneau,US,58.3,-134.42,55.0,81,90,8.05,mist,1.78,0.0
396,Praia,CV,14.92,-23.51,77.0,78,20,11.41,few clouds,0.0,0.0
397,Arshan,RU,46.27,44.22,75.0,40,1,11.18,clear sky,0.0,0.0
398,Ambon,ID,-3.7,128.18,82.4,78,75,6.93,shower rain,0.0,0.0
399,Canakkale,TR,40.08,26.83,69.8,77,0,13.87,clear sky,0.0,0.0
400,Grand Gaube,MU,-20.01,57.66,69.01,83,15,3.0,few clouds,0.0,0.0
401,Znamenskoye,RU,57.13,73.83,47.84,90,0,5.37,clear sky,0.0,0.0
402,Chateaubelair,VC,13.28,-61.25,84.2,83,20,25.28,haze,0.0,0.0
403,Maues,BR,-3.38,-57.72,79.47,74,100,1.19,overcast clouds,0.0,0.0
404,Gizo,SB,-8.1,156.84,84.4,71,4,4.72,clear sky,0.0,0.0
405,Aden,YE,12.78,45.04,87.6,69,17,9.8,few clouds,0.0,0.0
406,Kaseda,JP,31.42,130.32,78.8,65,20,10.29,few clouds,0.0,0.0
407,Laurinburg,US,34.77,-79.46,82.0,78,1,8.37,clear sky,0.0,0.0
408,Chake Chake,TZ,-5.25,39.77,77.23,77,100,12.08,overcast clouds,0.0,0.0
409,Hami,CN,42.8,93.45,74.5,19,6,14.25,clear sky,0.0,0.0
410,Ayabe,JP,35.3,135.25,80.6,83,75,2.24,broken clouds,0.0,0.0
411,Grajau,BR,-5.82,-46.14,72.68,65,17,4.72,few clouds,0.0,0.0
412,Tungor,RU,53.38,142.96,47.21,78,100,11.16,overcast clouds,0.0,0.0
413,Gayeri,BF,12.65,0.49,89.17,46,98,16.78,overcast clouds,0.0,0.0
414,Wattegama,LK,6.8,81.48,80.6,88,20,5.82,few clouds,0.0,0.0
415,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,50,100,10.29,overcast clouds,0.0,0.0
416,Tiarei,PF,-17.53,-149.33,82.4,58,75,5.82,broken clouds,0.0,0.0
417,Port Hedland,AU,-20.32,118.57,75.2,23,0,18.34,clear sky,0.0,0.0
418,Hostotipaquillo,MX,21.07,-104.07,80.01,64,77,7.29,broken clouds,0.0,0.0
419,Sainte-Marie,RE,-20.9,55.55,68.0,82,20,11.41,few clouds,0.0,0.0
420,Coxim,BR,-18.51,-54.76,72.52,45,0,4.03,clear sky,0.0,0.0
421,Lulea,SE,65.58,22.15,60.8,77,1,8.05,clear sky,0.0,0.0
422,Imbituba,BR,-28.24,-48.67,73.4,69,0,9.17,clear sky,0.0,0.0
423,Alyangula,AU,-13.85,136.42,80.6,54,0,9.17,clear sky,0.0,0.0
424,Bowen,AU,-20.02,148.23,81.0,44,37,4.7,scattered clouds,0.0,0.0
425,Vila,PT,42.03,-8.16,63.0,100,90,1.12,fog,0.0,0.0
426,Ribeira Brava,PT,32.65,-17.07,69.8,68,40,17.22,scattered clouds,0.0,0.0
427,Den Helder,NL,52.96,4.76,57.2,93,0,5.82,mist,0.0,0.0
428,Labuhan,ID,-6.88,112.21,78.35,85,100,5.79,overcast clouds,0.0,0.0
429,Oranjestad,AW,12.52,-70.03,82.4,83,20,17.22,few clouds,0.0,0.0
430,Stillwater,US,36.12,-97.06,80.6,61,1,11.41,clear sky,0.0,0.0
431,Poronaysk,RU,49.22,143.12,50.11,79,100,9.8,overcast clouds,0.0,0.0
432,Zonguldak,TR,41.25,31.83,60.98,81,99,2.55,overcast clouds,0.0,0.0
433,Sola,VU,-13.88,167.55,78.8,100,90,11.41,heavy intensity rain,0.0,0.0
434,Sonoita,MX,31.85,-112.83,100.99,10,0,15.21,clear sky,0.0,0.0
435,Rincon,US,32.3,-81.24,82.4,74,20,6.93,few clouds,0.0,0.0
436,Tazovskiy,RU,67.47,78.7,48.76,85,50,14.7,scattered clouds,0.0,0.0
437,Fairview,US,40.81,-74.0,80.01,65,1,3.36,clear sky,0.0,0.0
438,Shaunavon,CA,49.65,-108.42,64.53,54,100,11.39,overcast clouds,0.0,0.0
439,Tres Arroyos,AR,-38.37,-60.28,43.34,64,0,5.99,clear sky,0.0,0.0
440,Hengyang,CN,26.89,112.61,87.28,71,93,11.23,light rain,0.31,0.0
441,Riohacha,CO,11.54,-72.91,83.17,68,100,13.6,overcast clouds,0.0,0.0
442,Ferrol,ES,43.48,-8.24,61.0,100,2,2.24,clear sky,0.0,0.0
443,Kamaishi,JP,39.27,141.88,68.0,82,75,2.24,broken clouds,0.0,0.0
444,Xining,CN,36.62,101.77,58.05,68,93,2.75,overcast clouds,0.0,0.0
445,Wageningen,NL,51.97,5.67,59.0,72,0,3.36,clear sky,0.0,0.0
446,Kousseri,CM,12.08,15.03,78.8,69,99,4.7,overcast clouds,0.0,0.0
447,Sambava,MG,-14.27,50.17,72.66,91,74,13.06,light rain,0.41,0.0
448,Asilah,MA,35.47,-6.03,73.4,49,0,16.11,clear sky,0.0,0.0
449,Trinidad,BO,-14.83,-64.9,76.8,72,0,3.0,clear sky,0.0,0.0
450,Tiznit,MA,29.58,-9.5,69.62,54,0,1.41,clear sky,0.0,0.0
451,Usinsk,RU,65.99,57.53,39.25,75,100,13.58,overcast clouds,0.0,0.0
452,Altay,CN,47.87,88.12,50.59,44,3,2.06,clear sky,0.0,0.0
453,Payson,US,40.04,-111.73,84.2,25,75,14.99,broken clouds,0.0,0.0
454,Tomatlan,MX,19.93,-105.25,84.72,56,81,3.83,broken clouds,0.0,0.0
455,Nizhniy Tsasuchey,RU,50.52,115.13,70.16,38,57,7.07,broken clouds,0.0,0.0
456,Kumano,JP,34.34,132.59,78.8,60,20,5.82,few clouds,0.0,0.0
457,Placido De Castro,BR,-10.34,-67.19,77.13,75,0,0.76,clear sky,0.0,0.0
458,Bayir,TR,37.27,28.22,66.2,82,0,2.06,clear sky,0.0,0.0
459,Lusambo,CD,-4.97,23.45,67.6,53,0,1.21,clear sky,0.0,0.0
460,Ayan,RU,56.45,138.17,42.55,97,100,6.15,light rain,0.14,0.0
461,Harper,LR,4.38,-7.72,76.15,86,100,9.95,overcast clouds,0.0,0.0
462,Camana,PE,-16.62,-72.71,61.12,78,85,5.77,overcast clouds,0.0,0.0
463,Souillac,MU,-20.52,57.52,69.8,83,40,10.29,shower rain,0.0,0.0
464,Manzanillo,CU,20.34,-77.12,81.03,80,1,4.07,clear sky,0.0,0.0
465,Penzance,GB,50.12,-5.54,55.99,93,0,9.17,clear sky,0.0,0.0
466,Shache,CN,38.42,77.24,77.36,16,0,7.38,clear sky,0.0,0.0
467,Surgut,RU,61.25,73.42,48.2,100,40,11.18,scattered clouds,0.0,0.0
468,Balkanabat,TM,39.51,54.37,73.09,72,0,6.02,clear sky,0.0,0.0
469,Chapais,CA,49.78,-74.85,77.0,53,1,8.05,clear sky,0.0,0.0
470,Nguruka,TZ,-5.11,31.04,61.93,66,0,2.37,clear sky,0.0,0.0
471,Loandjili,CG,-4.76,11.86,69.8,94,75,2.24,mist,0.0,0.0
472,Bakchar,RU,57.02,82.07,57.67,58,100,10.36,overcast clouds,0.0,0.0
473,Haysville,US,37.56,-97.35,82.4,57,20,4.7,few clouds,0.0,0.0
474,Vuktyl,RU,63.86,57.31,42.28,74,26,10.74,scattered clouds,0.0,0.0
475,Meulaboh,ID,4.14,96.13,74.3,97,100,4.72,heavy intensity rain,10.13,0.0
476,Ocos,GT,14.51,-92.19,84.2,83,75,2.24,broken clouds,0.0,0.0
477,Opuwo,NA,-18.06,13.84,51.76,45,0,6.2,clear sky,0.0,0.0
478,Marrakesh,MA,31.63,-8.01,77.0,44,0,2.24,clear sky,0.0,0.0
479,Kungurtug,RU,50.6,97.52,53.67,71,39,2.57,scattered clouds,0.0,0.0
480,Tokonou,GN,9.65,-9.78,71.55,92,0,8.5,clear sky,0.0,0.0
481,Beyneu,KZ,45.32,55.2,78.76,16,100,0.56,overcast clouds,0.0,0.0
482,Oeiras Do Para,BR,-2.0,-49.85,74.71,95,100,2.89,overcast clouds,0.0,0.0
483,Rawson,AR,-43.3,-65.1,49.8,48,7,9.04,clear sky,0.0,0.0
484,Coahuayana,MX,18.73,-103.68,80.6,69,75,3.31,broken clouds,0.0,0.0
485,Lompoc,US,34.64,-120.46,64.0,77,8,11.41,clear sky,0.0,0.0
486,Sarnia,CA,42.98,-82.4,75.2,64,90,3.36,overcast clouds,0.0,0.0
487,Taylor,US,32.3,-99.83,89.01,58,1,14.99,clear sky,0.0,0.0
488,Yarkovo,RU,57.4,67.08,45.0,83,0,6.93,clear sky,0.0,0.0
489,Saint-Louis,SN,16.33,-15.0,89.6,46,0,4.7,clear sky,0.0,0.0
490,Ulladulla,AU,-35.35,150.47,55.4,54,20,14.99,few clouds,0.0,0.0
491,Hofn,IS,64.25,-15.21,49.5,93,100,12.33,moderate rain,2.64,0.0
492,Ketchikan,US,55.34,-131.65,57.2,67,75,11.41,broken clouds,0.0,0.0
493,Saint-Leu,RE,-21.15,55.28,68.0,68,13,8.05,few clouds,0.0,0.0
494,Bryan,US,30.67,-96.37,78.8,83,1,6.93,clear sky,0.0,0.0
495,Karasburg,NA,-28.02,18.75,51.73,44,0,7.87,clear sky,0.0,0.0
496,Malanje,AO,-9.54,16.34,54.88,40,0,2.37,clear sky,0.0,0.0
497,Saint-Augustin,CA,51.23,-58.65,51.37,83,94,10.92,overcast clouds,0.0,0.0
498,Westport,US,41.14,-73.36,75.99,73,1,10.29,clear sky,0.0,0.0
499,Brancoveni,RO,44.32,24.3,64.0,88,3,2.24,clear sky,0.0,0.0
500,Misratah,LY,32.38,15.09,70.97,72,0,14.74,clear sky,0.0,0.0
501,Araripina,BR,-7.58,-40.5,68.5,75,8,9.57,clear sky,0.0,0.0
502,Nieves,PH,15.33,120.95,87.8,70,75,4.7,haze,0.0,0.0
503,Nizhneangarsk,RU,55.78,109.55,60.51,54,0,2.93,clear sky,0.0,0.0
504,Odweyne,SO,9.41,45.06,74.55,58,81,11.72,broken clouds,0.0,0.0
505,Yerbogachen,RU,61.28,108.01,72.72,51,97,5.77,overcast clouds,0.0,0.0
506,Samfya,ZM,-11.36,29.56,52.27,76,0,6.29,clear sky,0.0,0.0
507,Northam,GB,51.03,-4.22,52.0,95,0,5.99,clear sky,0.0,0.0
508,Ishigaki,JP,24.34,124.16,87.8,84,75,12.75,broken clouds,0.0,0.0
509,Phalaborwa,ZA,-23.94,31.14,64.4,52,0,5.82,clear sky,0.0,0.0
510,Crib Point,AU,-38.35,145.2,50.0,96,100,16.37,light rain,0.42,0.0
511,Boende,CD,-0.22,20.87,73.36,67,0,1.83,clear sky,0.0,0.0
512,Ancud,CL,-41.87,-73.82,46.99,100,90,17.22,overcast clouds,0.0,0.0
513,Tortosa,ES,40.81,0.52,75.99,40,0,11.99,clear sky,0.0,0.0
514,Balvi,LV,57.13,27.27,58.39,72,80,5.93,broken clouds,0.0,0.0
515,Fort Nelson,CA,58.81,-122.7,64.4,52,75,3.36,broken clouds,0.0,0.0
516,Celestun,MX,20.87,-90.4,83.55,77,66,15.17,light rain,0.99,0.0
517,Graulhet,FR,43.77,1.99,68.0,72,40,5.82,scattered clouds,0.0,0.0
518,Rock Sound,BS,24.9,-76.2,82.24,79,100,6.98,overcast clouds,0.0,0.0
519,Tongchuan,CN,35.08,109.09,73.08,65,100,1.77,overcast clouds,0.0,0.0
520,Cockburn Town,TC,21.46,-71.14,82.89,83,2,19.77,clear sky,0.0,0.0
521,Chippewa Falls,US,44.94,-91.39,66.99,93,75,4.21,moderate rain,2.54,0.0
522,Severobaykalsk,RU,55.65,109.32,62.13,51,0,3.11,clear sky,0.0,0.0
523,Krasnoselkup,RU,65.7,82.47,50.76,87,100,14.63,light rain,0.37,0.0
524,Mitu,CO,1.2,-70.17,73.4,95,88,1.54,light rain,0.84,0.0
525,Tarbert,GB,55.86,-5.42,51.8,93,0,10.29,clear sky,0.0,0.0
526,Urengoy,RU,65.97,78.37,51.01,83,92,11.92,overcast clouds,0.0,0.0
527,Mezen,RU,65.85,44.24,48.34,63,100,9.1,overcast clouds,0.0,0.0
528,Valleyview,CA,55.07,-117.29,70.65,53,38,4.23,scattered clouds,0.0,0.0
529,Hornepayne,CA,49.21,-84.77,64.45,61,0,6.69,clear sky,0.0,0.0
530,Krasnoborsk,RU,61.56,45.93,42.35,85,87,3.56,overcast clouds,0.0,0.0
531,Iida,JP,35.52,137.82,64.99,81,100,1.99,moderate rain,2.85,0.0
532,Muswellbrook,AU,-32.27,150.9,57.0,54,84,8.99,broken clouds,0.0,0.0
533,Purna,IN,19.18,77.05,80.2,75,100,11.72,overcast clouds,0.0,0.0
534,Paamiut,GL,61.99,-49.67,41.7,83,100,16.91,overcast clouds,0.0,0.0
535,Tobol,KZ,52.68,62.58,52.02,77,94,15.12,overcast clouds,0.0,0.0
536,Burnie,AU,-41.07,145.92,54.0,71,100,7.0,light rain,0.18,0.0
537,Rorvik,NO,64.86,11.24,58.77,81,8,9.01,clear sky,0.0,0.0
538,Sao Joao Da Barra,BR,-21.64,-41.05,72.0,88,0,11.48,clear sky,0.0,0.0
539,Najran,SA,17.49,44.13,77.0,20,49,3.89,scattered clouds,0.0,0.0
540,Pangkalanbuun,ID,-2.68,111.62,78.31,90,100,3.33,light rain,0.51,0.0
541,Iquique,CL,-20.22,-70.14,62.6,67,75,4.7,broken clouds,0.0,0.0
542,Sukhumi,GE,43.0,41.02,66.0,79,9,4.43,clear sky,0.0,0.0
543,Bardsir,IR,29.92,56.57,66.2,25,0,4.7,clear sky,0.0,0.0
544,Pemberton,CA,50.32,-122.8,64.4,55,40,2.24,scattered clouds,0.0,0.0
545,Vysha,RU,53.85,42.38,48.61,94,3,5.48,clear sky,0.0,0.0
546,Kolyvan,RU,55.31,82.74,60.8,51,100,11.18,overcast clouds,0.0,0.0
547,Canavieiras,BR,-15.68,-38.95,70.23,87,10,5.82,clear sky,0.0,0.0
548,Palmeira,BR,-25.43,-50.01,57.99,87,0,2.15,clear sky,0.0,0.0
549,Saint-Francois,FR,46.42,3.91,64.4,72,90,5.82,overcast clouds,0.0,0.0
550,Amapa,BR,1.0,-52.0,72.46,97,100,2.28,overcast clouds,0.0,0.0
551,Ayabaca,PE,-4.64,-79.71,50.31,100,20,1.57,few clouds,0.0,0.0
552,Margherita,IN,27.28,95.68,77.0,100,90,11.41,moderate rain,0.0,0.0
553,Scarborough,GB,54.28,-0.4,53.01,85,0,1.99,clear sky,0.0,0.0
554,Carahue,CL,-38.7,-73.17,46.4,93,100,3.36,overcast clouds,0.0,0.0
555,Mogadishu,SO,2.04,45.34,78.62,84,100,20.54,overcast clouds,0.0,0.0
556,Aksarka,RU,66.56,67.8,42.96,89,100,4.74,light rain,0.25,0.0
557,Khartoum,SD,15.55,32.53,84.2,30,0,10.29,clear sky,0.0,0.0
558,Pimentel,PE,-6.84,-79.93,64.67,83,1,11.79,clear sky,0.0,0.0
559,Sidney,AU,-33.87,151.21,59.0,58,75,11.41,broken clouds,0.0,0.0
560,Villa Union,MX,23.2,-106.23,86.0,45,5,3.36,clear sky,0.0,0.0
561,Yingcheng,CN,30.95,113.55,71.6,100,90,2.24,light rain,0.0,0.0
562,Vuyyuru,IN,16.37,80.85,80.6,88,90,4.7,haze,0.0,0.0
563,Winslow,US,35.02,-110.7,96.8,8,1,8.05,clear sky,0.0,0.0
564,La Palma,US,33.85,-118.05,82.0,50,1,9.17,clear sky,0.0,0.0
565,Kloulklubed,PW,7.04,134.26,80.6,88,90,3.36,shower rain,0.0,0.0
566,Ampanihy,MG,-24.7,44.75,65.91,82,74,2.24,broken clouds,0.0,0.0
567,Perry,US,37.25,-83.2,71.6,94,90,3.62,overcast clouds,0.0,0.0
568,Faya,SA,18.39,42.45,68.0,60,1,4.09,clear sky,0.0,0.0
569,Mandalgovi,MN,45.76,106.27,62.67,55,100,10.0,overcast clouds,0.0,0.0
570,Gashua,NG,12.87,11.05,87.35,49,0,15.1,clear sky,0.0,0.0
